# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	79870	80592	+					rpsC	66584972	MC195_RS00380	723		old_locus_tag=MC195_00380
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	79870	80592	+	WP_003656981.1	WP_003656981.1		30S ribosomal protein S3	rpsC	66584972	MC195_RS00380	723	240	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	80596	81009	+					rplP	66584973	MC195_RS00385	414		old_locus_tag=MC195_00385
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	80596	81009	+	WP_003656980.1	WP_003656980.1		50S ribosomal protein L16	rplP	66584973	MC195_RS00385	414	137	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	81009	81206	+					rpmC	66584974	MC195_RS00390	198		old_locus_tag=MC195_00390
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	81009	81206	+	WP_003656979.1	WP_003656979.1		50S ribosomal protein L29	rpmC	66584974	MC195_RS00390	198	65	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	81203	81475	+					rpsQ	66584975	MC195_RS00395	273		old_locus_tag=MC195_00395
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	81203	81475	+	WP_003656978.1	WP_003656978.1		30S ribosomal protein S17	rpsQ	66584975	MC195_RS00395	273	90	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	81584	81952	+					rplN	66584976	MC195_RS00400	369		old_locus_tag=MC195_00400
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	81584	81952	+	WP_003656976.1	WP_003656976.1		50S ribosomal protein L14	rplN	66584976	MC195_RS00400	369	122	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	81970	82287	+					rplX	66584977	MC195_RS00405	318		old_locus_tag=MC195_00405
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	81970	82287	+	WP_003656975.1	WP_003656975.1		50S ribosomal protein L24	rplX	66584977	MC195_RS00405	318	105	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	82308	82844	+					rplE	66584978	MC195_RS00410	537		old_locus_tag=MC195_00410
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	82308	82844	+	WP_003656974.1	WP_003656974.1		50S ribosomal protein L5	rplE	66584978	MC195_RS00410	537	178	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	82856	83161	+					rpsN	66584979	MC195_RS00415	306		old_locus_tag=MC195_00415
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	82856	83161	+	WP_003656973.1	WP_003656973.1		30S ribosomal protein S14	rpsN	66584979	MC195_RS00415	306	101	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	83176	83574	+					rpsH	66584980	MC195_RS00420	399		old_locus_tag=MC195_00420
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	83176	83574	+	WP_003656972.1	WP_003656972.1		30S ribosomal protein S8	rpsH	66584980	MC195_RS00420	399	132	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	83725	84258	+					rplF	66584981	MC195_RS00425	534		old_locus_tag=MC195_00425
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	83725	84258	+	WP_003656971.1	WP_003656971.1		50S ribosomal protein L6	rplF	66584981	MC195_RS00425	534	177	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	84270	84620	+					rplR	66584982	MC195_RS00430	351		old_locus_tag=MC195_00430
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	84270	84620	+	WP_003656970.1	WP_003656970.1		50S ribosomal protein L18	rplR	66584982	MC195_RS00430	351	116	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	84623	85120	+					rpsE	66584983	MC195_RS00435	498		old_locus_tag=MC195_00435
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	84623	85120	+	WP_003656969.1	WP_003656969.1		30S ribosomal protein S5	rpsE	66584983	MC195_RS00435	498	165	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	85138	85317	+					rpmD	66584984	MC195_RS00440	180		old_locus_tag=MC195_00440
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	85138	85317	+	WP_003656968.1	WP_003656968.1		50S ribosomal protein L30	rpmD	66584984	MC195_RS00440	180	59	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	85317	85757	+					rplO	66584985	MC195_RS00445	441		old_locus_tag=MC195_00445
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	85317	85757	+	WP_003656967.1	WP_003656967.1		50S ribosomal protein L15	rplO	66584985	MC195_RS00445	441	146	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	85761	87086	+					secY	66584986	MC195_RS00450	1326		old_locus_tag=MC195_00450
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	85761	87086	+	WP_036334861.1	WP_036334861.1		preprotein translocase subunit SecY	secY	66584986	MC195_RS00450	1326	441	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	87107	87211	+						66586742	MC195_RS09515	105		
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	87107	87211	+	WP_227497449.1	WP_227497449.1		50S ribosomal protein L36		66586742	MC195_RS09515	105	34	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	87339	87695	+					rpsM	66584987	MC195_RS00455	357		old_locus_tag=MC195_00455
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	87339	87695	+	WP_003656965.1	WP_003656965.1		30S ribosomal protein S13	rpsM	66584987	MC195_RS00455	357	118	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	87716	88108	+					rpsK	66584988	MC195_RS00460	393		old_locus_tag=MC195_00460
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	87716	88108	+	WP_003656963.1	WP_003656963.1		30S ribosomal protein S11	rpsK	66584988	MC195_RS00460	393	130	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	88121	88762	+					rpsD	66584989	MC195_RS00465	642		old_locus_tag=MC195_00465
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	88121	88762	+	WP_003656961.1	WP_003656961.1		30S ribosomal protein S4	rpsD	66584989	MC195_RS00465	642	213	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	88787	89791	+					rpoA	66584990	MC195_RS00470	1005		old_locus_tag=MC195_00470
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	88787	89791	+	WP_003656959.1	WP_003656959.1		DNA-directed RNA polymerase subunit alpha	rpoA	66584990	MC195_RS00470	1005	334	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	89810	90169	+					rplQ	66584991	MC195_RS00475	360		old_locus_tag=MC195_00475
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	89810	90169	+	WP_003658620.1	WP_003658620.1		50S ribosomal protein L17	rplQ	66584991	MC195_RS00475	360	119	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	90256	90822	-						66584992	MC195_RS00480	567		old_locus_tag=MC195_00480
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	90256	90822	-	WP_003658619.1	WP_003658619.1		Sua5/YciO/YrdC/YwlC family protein		66584992	MC195_RS00480	567	188	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	90827	91585	-						66584993	MC195_RS00485	759		old_locus_tag=MC195_00485
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	90827	91585	-	WP_003656955.1	WP_003656955.1		elongation factor P hydroxylase		66584993	MC195_RS00485	759	252	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	91748	92293	+						66584994	MC195_RS00490	546		old_locus_tag=MC195_00490
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	91748	92293	+	WP_003656953.1	WP_003656953.1		YceD family protein		66584994	MC195_RS00490	546	181	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	92531	92713	+					rpmF	66584995	MC195_RS00495	183		old_locus_tag=MC195_00495
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	92531	92713	+	WP_003656952.1	WP_003656952.1		50S ribosomal protein L32	rpmF	66584995	MC195_RS00495	183	60	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	92983	93942	+					fabD	66584996	MC195_RS00500	960		old_locus_tag=MC195_00500
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	92983	93942	+	WP_003656950.1	WP_003656950.1		ACP S-malonyltransferase	fabD	66584996	MC195_RS00500	960	319	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	93939	94667	+					fabG	66584997	MC195_RS00505	729		old_locus_tag=MC195_00505
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	93939	94667	+	WP_003656948.1	WP_003656948.1		3-oxoacyl-ACP reductase FabG	fabG	66584997	MC195_RS00505	729	242	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	94858	95094	+					acpP	66584998	MC195_RS00510	237		old_locus_tag=MC195_00510
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	94858	95094	+	WP_003656945.1	WP_003656945.1		acyl carrier protein	acpP	66584998	MC195_RS00510	237	78	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	95309	95806	+					lysM	66584999	MC195_RS00515	498		old_locus_tag=MC195_00515
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	95309	95806	+	WP_003656943.1	WP_003656943.1		peptidoglycan-binding protein LysM	lysM	66584999	MC195_RS00515	498	165	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	95952	96341	-						66585000	MC195_RS00520	390		old_locus_tag=MC195_00520
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	95952	96341	-	WP_003656941.1	WP_003656941.1		hypothetical protein		66585000	MC195_RS00520	390	129	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	96948	98678	+						66585001	MC195_RS00525	1731		old_locus_tag=MC195_00525
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	96948	98678	+	WP_172830167.1	WP_172830167.1		acetolactate synthase 3 large subunit		66585001	MC195_RS00525	1731	576	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	98678	99193	+					ilvN	66585002	MC195_RS00530	516		old_locus_tag=MC195_00530
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	98678	99193	+	WP_003656937.1	WP_003656937.1		acetolactate synthase small subunit	ilvN	66585002	MC195_RS00530	516	171	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	99357	100379	+					ilvC	66585003	MC195_RS00535	1023		old_locus_tag=MC195_00535
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	99357	100379	+	WP_003656936.1	WP_003656936.1		ketol-acid reductoisomerase	ilvC	66585003	MC195_RS00535	1023	340	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	100488	100898	+						66585004	MC195_RS00540	411		old_locus_tag=MC195_00540
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	100488	100898	+	WP_003656934.1	WP_003656934.1		hypothetical protein		66585004	MC195_RS00540	411	136	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	101246	101458	+						66585005	MC195_RS00550	213		old_locus_tag=MC195_00550
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	101246	101458	+	WP_003656932.1	WP_003656932.1		cold-shock protein		66585005	MC195_RS00550	213	70	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	101589	102179	-					ruvC	66585006	MC195_RS00555	591		old_locus_tag=MC195_00555
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	101589	102179	-	WP_003656930.1	WP_003656930.1		crossover junction endodeoxyribonuclease RuvC	ruvC	66585006	MC195_RS00555	591	196	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	102335	102916	+						66585007	MC195_RS00560	582		old_locus_tag=MC195_00560
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	102335	102916	+	WP_003658612.1	WP_003658612.1		FxsA family protein		66585007	MC195_RS00560	582	193	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	102949	104343	-						66585008	MC195_RS00565	1395		old_locus_tag=MC195_00565
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	102949	104343	-	WP_003671992.1	WP_003671992.1		MATE family efflux transporter		66585008	MC195_RS00565	1395	464	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	104519	105694	-						66585009	MC195_RS00570	1176		old_locus_tag=MC195_00570
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	104519	105694	-	WP_003656928.1	WP_003656928.1		putative peptidoglycan glycosyltransferase FtsW		66585009	MC195_RS00570	1176	391	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	105867	107267	-					murD	66585010	MC195_RS00575	1401		old_locus_tag=MC195_00575
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	105867	107267	-	WP_003658610.1	WP_003658610.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD	66585010	MC195_RS00575	1401	466	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	107466	107804	+					glnK	66585011	MC195_RS00580	339		old_locus_tag=MC195_00580
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	107466	107804	+	WP_003656923.1	WP_003656923.1		P-II family nitrogen regulator	glnK	66585011	MC195_RS00580	339	112	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	107918	108283	-						66585012	MC195_RS00585	366		old_locus_tag=MC195_00585
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	107918	108283	-	WP_003656921.1	WP_003656921.1		hypothetical protein		66585012	MC195_RS00585	366	121	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	108498	108746	-						66585013	MC195_RS00590	249		old_locus_tag=MC195_00590
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	108498	108746	-	WP_003658608.1	WP_003658608.1		hypothetical protein		66585013	MC195_RS00590	249	82	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	108775	109824	-						66585014	MC195_RS00595	1050		old_locus_tag=MC195_00595
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	108775	109824	-	WP_049148558.1	WP_049148558.1		DNA/RNA non-specific endonuclease		66585014	MC195_RS00595	1050	349	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	109920	111152	+					mutY	66585015	MC195_RS00600	1233		old_locus_tag=MC195_00600
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	109920	111152	+	WP_049148557.1	WP_049148557.1		A/G-specific adenine glycosylase	mutY	66585015	MC195_RS00600	1233	410	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	111184	112230	-						66585016	MC195_RS00605	1047		old_locus_tag=MC195_00605
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	111184	112230	-	WP_003658604.1	WP_003658604.1		polyprenyl synthetase family protein		66585016	MC195_RS00605	1047	348	
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	112361	112436	+						66585017	MC195_RS00610	76		old_locus_tag=MC195_00610
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	112361	112436	+				tRNA-Phe		66585017	MC195_RS00610	76		anticodon=GAA
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	112491	113447	-						66585018	MC195_RS00615	957		old_locus_tag=MC195_00615
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	112491	113447	-	WP_003658602.1	WP_003658602.1		D-2-hydroxyacid dehydrogenase		66585018	MC195_RS00615	957	318	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	113671	116535	+					rapA	66585019	MC195_RS00620	2865		old_locus_tag=MC195_00620
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	113671	116535	+	WP_003672553.1	WP_003672553.1		RNA polymerase-associated protein RapA	rapA	66585019	MC195_RS00620	2865	954	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	116621	118135	+						66585020	MC195_RS00625	1515		old_locus_tag=MC195_00625
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	116621	118135	+	WP_003657715.1	WP_003657715.1		YifB family Mg chelatase-like AAA ATPase		66585020	MC195_RS00625	1515	504	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	118236	120386	-						66585021	MC195_RS00630	2151		old_locus_tag=MC195_00630
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	118236	120386	-	WP_038519086.1	WP_038519086.1		NADPH-dependent 2,4-dienoyl-CoA reductase		66585021	MC195_RS00630	2151	716	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	120652	120987	+						66585022	MC195_RS00635	336		old_locus_tag=MC195_00635
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	120652	120987	+	WP_003663769.1	WP_003663769.1		TIGR01244 family sulfur transferase		66585022	MC195_RS00635	336	111	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	121198	121986	+					map	66585023	MC195_RS00640	789		old_locus_tag=MC195_00640
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	121198	121986	+	WP_003670561.1	WP_003670561.1		type I methionyl aminopeptidase	map	66585023	MC195_RS00640	789	262	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	122107	124857	+					glnD	66585024	MC195_RS00645	2751		old_locus_tag=MC195_00645
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	122107	124857	+	WP_081569701.1	WP_081569701.1		[protein-PII] uridylyltransferase	glnD	66585024	MC195_RS00645	2751	916	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	125020	125883	+						66585025	MC195_RS00650	864		old_locus_tag=MC195_00650
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	125020	125883	+	WP_081569702.1	WP_081569702.1		WG repeat-containing protein		66585025	MC195_RS00650	864	287	
gene	tmRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	126666	127024	+					ssrA	66585027	MC195_RS00660	359		old_locus_tag=MC195_00660
tmRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	126666	127024	+				transfer-messenger RNA	ssrA	66585027	MC195_RS00660	359		
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	127332	128834	-						66585028	MC195_RS00665	1503		old_locus_tag=MC195_00665
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	127332	128834	-	WP_003658502.1	WP_003658502.1		YhjD/YihY/BrkB family envelope integrity protein		66585028	MC195_RS00665	1503	500	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	129126	129731	+					wrbA	66585029	MC195_RS00670	606		old_locus_tag=MC195_00670
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	129126	129731	+	WP_003666686.1	WP_003666686.1		NAD(P)H:quinone oxidoreductase	wrbA	66585029	MC195_RS00670	606	201	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	129728	130159	+						66585030	MC195_RS00675	432		old_locus_tag=MC195_00675
